"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"ENSCHAG00000006474"," rgl2","ENSCHAG00000006474",NA,"protein_coding","Atlantic herring",11,6.530831,"ral guanine nucleotide dissociation stimulator-like 2 [Source:ZFIN;Acc:ZDB-GENE-010131-1]",44.51,3,22156,2157,3775,169,1274,20
"ENSCHAG00000006550"," dnase2","ENSCHAG00000006550",105891742,"protein_coding","Atlantic herring",11,6.553152,"deoxyribonuclease-2-alpha-like [Source:NCBI gene;Acc:105891742]",45.02,2,4306,1110,1165.5,3,10,6
"ENSCHAG00000006588"," ","ENSCHAG00000006588",NA,"protein_coding","Atlantic herring",11,6.559251,"",41.93,1,4726,1155,2746,280.5,1027,5
"ENSCHAG00000006602"," pbx2","ENSCHAG00000006602",105891883,"protein_coding","Atlantic herring",11,6.564304,"pre-B-cell leukemia transcription factor 2-like [Source:NCBI gene;Acc:105891883]",44.74,1,6653,1209,2414,168,1035,8
"ENSCHAG00000006649"," tap1","ENSCHAG00000006649",NA,"protein_coding","Atlantic herring",11,6.579903,"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP) [Source:ZFIN;Acc:ZDB-GENE-050517-43]",42.68,7,7206,1791,2632,73,NA,15
"ENSCHAG00000006857"," BRD2","ENSCHAG00000006857",NA,"protein_coding","Atlantic herring",11,6.590712,"bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]",47.89,5,11019,1155,1695,269,NA,9
"ENSCHAG00000007176"," ","ENSCHAG00000007176",NA,"protein_coding","Atlantic herring",11,6.605366,"",47.55,1,1366,615,615,NA,NA,3
"ENSCHAG00000007206"," ","ENSCHAG00000007206",NA,"protein_coding","Atlantic herring",11,6.610344,"",48.7,1,56646,1935,4225,23,2265,9
"ENSCHAG00000007216"," ","ENSCHAG00000007216",NA,"protein_coding","Atlantic herring",11,6.681554,"",41.95,1,1973,723,723,NA,NA,7
"ENSCHAG00000007265"," plcl2","ENSCHAG00000007265",105891931,"protein_coding","Atlantic herring",11,6.685931,"phospholipase C like 2 [Source:NCBI gene;Acc:105891931]",42.57,1,33515,3336,4368,NA,1031,6
"ENSCHAG00000005767"," ctps1b","ENSCHAG00000005767",105910103,"protein_coding","Atlantic herring",11,14.637581,"CTP synthase 1-like [Source:NCBI gene;Acc:105910103]",42.39,9,10376,1764,3139,617,693,18
"ENSCHAG00000006739"," taf12","ENSCHAG00000006739",NA,"protein_coding","Atlantic herring",11,14.648378,"TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor [Source:ZFIN;Acc:ZDB-GENE-031030-5]",40.18,1,3735,453,2101,NA,1647,6
"ENSCHAG00000006793"," si:dkey-34d22.5","ENSCHAG00000006793",105910005,"protein_coding","Atlantic herring",11,14.653306,"ras-related protein Rab-39B-like [Source:NCBI gene;Acc:105910005]",51.74,1,1835,663,1287,527,95,2
"ENSCHAG00000006803"," si:dkey-34d22.1","ENSCHAG00000006803",105910098,"protein_coding","Atlantic herring",11,14.65645,"discoidin, CUB and LCCL domain-containing protein 1-like [Source:NCBI gene;Acc:105910098]",43.9,2,24334,1948.5,2514.5,NA,565,14.5
"ENSCHAG00000006833"," ","ENSCHAG00000006833",NA,"protein_coding","Atlantic herring",11,14.683119,"",42.86,1,9034,1746,3309,NA,1562,9
"ENSCHAG00000006963"," ptprub","ENSCHAG00000006963",NA,"protein_coding","Atlantic herring",11,14.696401,"protein tyrosine phosphatase receptor type Ub [Source:NCBI gene;Acc:335096]",45.65,10,199317,4200,4899,205,698,27.5
"ENSCHAG00000015386"," si:ch211-215k15.4","ENSCHAG00000015386",NA,"protein_coding","Atlantic herring",11,19.118005,"si:ch211-215k15.4 [Source:ZFIN;Acc:ZDB-GENE-131127-215]",41.34,10,130867,963,2202,326,911,6
"ENSCHAG00000015759"," ","ENSCHAG00000015759",NA,"protein_coding","Atlantic herring",11,19.25033,"",42.62,6,6055,954,1045,NA,123,5.5
"ENSCHAG00000016059"," pkdc","ENSCHAG00000016059",105897617,"protein_coding","Atlantic herring",11,19.257879,"uncharacterized LOC105897617 [Source:NCBI gene;Acc:105897617]",47.94,1,971,972,972,NA,NA,1
"ENSCHAG00000016066"," herpud2","ENSCHAG00000016066",NA,"protein_coding","Atlantic herring",11,19.260743,"HERPUD family member 2 [Source:NCBI gene;Acc:393157]",48.37,1,5866,1242,1684,268,172,8
"ENSCHAG00000016081"," tbx20","ENSCHAG00000016081",105897619,"protein_coding","Atlantic herring",11,19.271169,"T-box transcription factor 20 [Source:NCBI gene;Acc:105897619]",40.92,2,10825,1305,4724,311,3106,8.5
"ENSCHAG00000016172"," dpy19l1l","ENSCHAG00000016172",105897636,"protein_coding","Atlantic herring",11,19.339428,"dpy-19 like C-mannosyltransferase 1 [Source:NCBI gene;Acc:105897636]",41.68,5,7882,2043,2354,321,310,20
"ENSCHAG00000016862"," slc4a7","ENSCHAG00000016862",NA,"protein_coding","Atlantic herring",11,19.351277,"solute carrier family 4 member 7 [Source:ZFIN;Acc:ZDB-GENE-140106-104]",44.84,10,49713,3513,4158.5,730,NA,26
"ENSCHAG00000017311"," ","ENSCHAG00000017311",NA,"protein_coding","Atlantic herring",11,19.356712,"",46.25,1,1013,1014,1014,NA,NA,1
"ENSCHAG00000017313"," ","ENSCHAG00000017313",105897624,"protein_coding","Atlantic herring",11,19.362828,"complement C1q-like protein 3 [Source:NCBI gene;Acc:105897624]",45.65,1,2400,600,1382,610,170,4
"ENSCHAG00000017324"," nt5c3a","ENSCHAG00000017324",NA,"protein_coding","Atlantic herring",11,19.417042,"5'-nucleotidase, cytosolic IIIA [Source:NCBI gene;Acc:321720]",41.87,7,15869,901.5,2004.5,556,1108,9
"ENSCHAG00000017787"," bckdhb","ENSCHAG00000017787",NA,"protein_coding","Atlantic herring",11,19.434548,"branched chain keto acid dehydrogenase E1 subunit beta [Source:ZFIN;Acc:ZDB-GENE-030124-2]",44.71,8,60925,1179,1683,19,251,11.5
"ENSCHAG00000011016"," irx2a","ENSCHAG00000011016",NA,"protein_coding","Atlantic herring",11,21.61416,"iroquois homeobox 2a [Source:ZFIN;Acc:ZDB-GENE-040426-1446]",45.65,2,4415,1359,2901,363,1177,3.5
"ENSCHAG00000011027"," irx1a","ENSCHAG00000011027",105905501,"protein_coding","Atlantic herring",11,21.756159,"iroquois-class homeodomain protein irx-1-like [Source:NCBI gene;Acc:105905501]",43.54,2,4351,1348.5,1930.5,253,327,4.5
"ENSCHAG00000013164"," uap1l1","ENSCHAG00000013164",105909125,"protein_coding","Atlantic herring",12,24.3931,"UDP-N-acetylglucosamine pyrophosphorylase 1 like 1 [Source:NCBI gene;Acc:105909125]",41.65,1,6013,1497,1892,NA,394,9
"ENSCHAG00000013283"," zdhhc12b","ENSCHAG00000013283",105909209,"protein_coding","Atlantic herring",12,24.399796,"zinc finger DHHC-type containing 12 [Source:NCBI gene;Acc:105909209]",43.52,2,2883,924,2318.5,NA,1393.5,4.5
"ENSCHAG00000013440"," pkn3","ENSCHAG00000013440",NA,"protein_coding","Atlantic herring",12,24.40461,"protein kinase N3 [Source:ZFIN;Acc:ZDB-GENE-030131-1902]",46.56,10,15689,2766,2766,676,NA,20
"ENSCHAG00000019128"," setb","ENSCHAG00000019128",NA,"protein_coding","Atlantic herring",12,24.421099,"SET nuclear proto-oncogene b [Source:ZFIN;Acc:ZDB-GENE-030131-433]",43.68,1,3106,924,1211,286,NA,7
"ENSCHAG00000019172"," wdr34","ENSCHAG00000019172",NA,"protein_coding","Atlantic herring",12,24.426169,"WD repeat domain 34 [Source:ZFIN;Acc:ZDB-GENE-070928-9]",47.56,1,3777,1509,1509,NA,NA,9
"ENSCHAG00000019407"," sptan1","ENSCHAG00000019407",NA,"protein_coding","Atlantic herring",12,24.430875,"spectrin alpha, non-erythrocytic 1 [Source:ZFIN;Acc:ZDB-GENE-051113-60]",48.22,10,40426,1527,6878,137,NA,51
"ENSCHAG00000022991"," PTGES2","ENSCHAG00000022991",NA,"protein_coding","Atlantic herring",12,24.485058,"prostaglandin E synthase 2 [Source:HGNC Symbol;Acc:HGNC:17822]",42.9,1,6016,1158,1921,61,700,7
"ENSCHAG00000023015"," zer1","ENSCHAG00000023015",NA,"protein_coding","Atlantic herring",12,24.492737,"zyg-11 related, cell cycle regulator [Source:ZFIN;Acc:ZDB-GENE-040426-2307]",47.44,4,13402,2313,3871,NA,1557,16.5
"ENSCHAG00000023380"," TBC1D13","ENSCHAG00000023380",NA,"protein_coding","Atlantic herring",12,24.509084,"TBC1 domain family member 13 [Source:HGNC Symbol;Acc:HGNC:25571]",43.91,4,78465,1146,2195.5,107,999,11
"ENSCHAG00000023478"," odf2a","ENSCHAG00000023478",NA,"protein_coding","Atlantic herring",12,24.54408,"outer dense fiber of sperm tails 2a [Source:ZFIN;Acc:ZDB-GENE-091117-46]",46.07,2,6333,1317,1895,288,NA,12
"ENSCHAG00000023511"," PTGES2","ENSCHAG00000023511",NA,"protein_coding","Atlantic herring",12,24.552282,"prostaglandin E synthase 2 [Source:HGNC Symbol;Acc:HGNC:17822]",39.29,1,3000,735,1436,NA,700,6
"ENSCHAG00000023524"," zer1","ENSCHAG00000023524",NA,"protein_coding","Atlantic herring",12,24.561642,"zyg-11 related, cell cycle regulator [Source:ZFIN;Acc:ZDB-GENE-040426-2307]",48.95,2,11525,2275.5,2275.5,NA,NA,15.5
"ENSCHAG00000023569"," ","ENSCHAG00000023569",NA,"protein_coding","Atlantic herring",12,24.625493,"",48.5,3,45590,2391,6336,62,3905,16
"ENSCHAG00000023656"," lmbrd2b","ENSCHAG00000023656",NA,"protein_coding","Atlantic herring",12,24.672231,"LMBR1 domain containing 2b [Source:NCBI gene;Acc:335257]",46.05,5,10206,2103,2393,101.5,573,17
"ENSCHAG00000023871"," capslb","ENSCHAG00000023871",NA,"protein_coding","Atlantic herring",12,24.685436,"calcyphosine-like b [Source:ZFIN;Acc:ZDB-GENE-050417-298]",41.76,1,2724,630,1505,NA,436.5,5
"ENSCHAG00000023878"," il7r","ENSCHAG00000023878",NA,"protein_coding","Atlantic herring",12,24.689176,"interleukin 7 receptor [Source:ZFIN;Acc:ZDB-GENE-080110-7]",42.58,2,4903,1107,1636,172,NA,6.5
"ENSCHAG00000024021"," myo5b","ENSCHAG00000024021",NA,"protein_coding","Atlantic herring",12,24.702542,"myosin VB [Source:ZFIN;Acc:ZDB-GENE-031219-7]",46.41,10,68646,5292,7941,563,2084,38.5
"ENSCHAG00000006639"," galt","ENSCHAG00000006639",NA,"protein_coding","Atlantic herring",12,28.550079,"galactose-1-phosphate uridylyltransferase [Source:ZFIN;Acc:ZDB-GENE-070112-172]",48.93,3,38519,1011,1011,NA,NA,5
"ENSCHAG00000013349"," ","ENSCHAG00000013349",NA,"protein_coding","Atlantic herring",12,29.6515,"palm2 and akap2 fusion [Source:ZFIN;Acc:ZDB-GENE-050208-62]",45.54,5,62792,2748,4494,422,951,5
"ENSCHAG00000013372"," plppr1","ENSCHAG00000013372",NA,"protein_coding","Atlantic herring",12,29.828653,"phospholipid phosphatase related 1 [Source:HGNC Symbol;Acc:HGNC:25993]",47.23,2,50774,975,2574,428,740,8
"ENSCHAG00000013391"," ","ENSCHAG00000013391",NA,"protein_coding","Atlantic herring",12,29.899008,"",45.3,1,8043,774,1484,708,0,2
"ENSCHAG00000016870"," epcam","ENSCHAG00000016870",NA,"protein_coding","Atlantic herring",13,7.799274,"epithelial cell adhesion molecule [Source:ZFIN;Acc:ZDB-GENE-040426-2209]",41.33,5,23992,918,1919,463,695,9
"ENSCHAG00000016959"," plekhh2","ENSCHAG00000016959",NA,"protein_coding","Atlantic herring",13,7.828741,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 2 [Source:ZFIN;Acc:ZDB-GENE-081028-42]",45.89,9,30319,4167,6742,778,2574,26
"ENSCHAG00000017933"," THADA","ENSCHAG00000017933",NA,"protein_coding","Atlantic herring",13,7.863253,"THADA armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:19217]",46.77,3,84437,5811,5911,7,91,37
"ENSCHAG00000018278"," wu:fj16a03","ENSCHAG00000018278",NA,"protein_coding","Atlantic herring",13,8.293971,"wu:fj16a03 [Source:ZFIN;Acc:ZDB-GENE-030131-7415]",44.53,1,3327,231,1393,161,999,3
"ENSCHAG00000018324"," EML4","ENSCHAG00000018324",NA,"protein_coding","Atlantic herring",13,8.302228,"EMAP like 4 [Source:HGNC Symbol;Acc:HGNC:1316]",47.13,10,38273,2836.5,2836.5,NA,NA,20.5
"ENSCHAG00000019596"," pkdcca","ENSCHAG00000019596",105900045,"protein_coding","Atlantic herring",13,8.428771,"protein kinase domain containing, cytoplasmic [Source:NCBI gene;Acc:105900045]",44.9,3,80479,1635,3195,446,1155,7
"ENSCHAG00000019625"," zgc:153981","ENSCHAG00000019625",NA,"protein_coding","Atlantic herring",13,8.582267,"zgc:153981 [Source:ZFIN;Acc:ZDB-GENE-061103-367]",42.75,1,2956,558,1129,570,NA,3
"ENSCHAG00000019634"," si:ch211-223p8.8","ENSCHAG00000019634",NA,"protein_coding","Atlantic herring",13,8.585244,"si:ch211-223p8.8 [Source:ZFIN;Acc:ZDB-GENE-090313-91]",42.78,1,1759,711,1019,307,NA,3
"ENSCHAG00000019649"," SLK","ENSCHAG00000019649",NA,"protein_coding","Atlantic herring",13,8.58836,"STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088]",46.48,10,28199,3483,4358,874,NA,18
"ENSCHAG00000019878"," wdr11","ENSCHAG00000019878",NA,"protein_coding","Atlantic herring",13,14.211497,"WD repeat domain 11 [Source:NCBI gene;Acc:558865]",48.02,7,63766,3630,3773,142,NA,28
"ENSCHAG00000019945"," si:ch211-198a12.6","ENSCHAG00000019945",105909930,"protein_coding","Atlantic herring",13,14.280506,"zinc finger protein 883-like [Source:NCBI gene;Acc:105909930]",51.99,1,1661,1662,1662,NA,NA,1
"ENSCHAG00000019950"," stox1","ENSCHAG00000019950",105909602,"protein_coding","Atlantic herring",13,14.285592,"storkhead box 1 [Source:NCBI gene;Acc:105909602]",42.14,1,14787,2988,3257,268,NA,4
"ENSCHAG00000019967"," ccar1","ENSCHAG00000019967",NA,"protein_coding","Atlantic herring",13,14.308392,"cell division cycle and apoptosis regulator 1 [Source:ZFIN;Acc:ZDB-GENE-030131-146]",43.86,4,17547,3462,3645,NA,1051,21.5
"ENSCHAG00000020522"," zgc:110319","ENSCHAG00000020522",105909981,"protein_coding","Atlantic herring",13,14.328934,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial-like [Source:NCBI gene;Acc:105909981]",39.4,1,3288,801,801,NA,NA,8
"ENSCHAG00000020527"," si:dkey-228d14.5","ENSCHAG00000020527",NA,"protein_coding","Atlantic herring",13,14.334291,"si:dkey-228d14.5 [Source:ZFIN;Acc:ZDB-GENE-090313-252]",41.34,1,1627,618,618,NA,NA,5
"ENSCHAG00000020559"," eif4e1c","ENSCHAG00000020559",105910017,"protein_coding","Atlantic herring",13,14.337219,"eukaryotic translation initiation factor 4E-like [Source:NCBI gene;Acc:105910017]",38.2,3,6518,705,2368,NA,1662,6
"ENSCHAG00000020578"," tet1","ENSCHAG00000020578",105909953,"protein_coding","Atlantic herring",13,14.346828,"tet methylcytosine dioxygenase 1 [Source:NCBI gene;Acc:105909953]",44.57,2,23098,5917.5,6057.5,139,NA,10.5
"ENSCHAG00000020593"," slc25a16","ENSCHAG00000020593",105910227,"protein_coding","Atlantic herring",13,14.372537,"solute carrier family 25 member 16 [Source:NCBI gene;Acc:105910227]",41.66,1,5062,966,966,NA,NA,9
"ENSCHAG00000020632"," alox5a","ENSCHAG00000020632",105909748,"protein_coding","Atlantic herring",13,14.380326,"arachidonate 5-lipoxygenase [Source:NCBI gene;Acc:105909748]",39,3,8657,1899,1899,NA,NA,14
"ENSCHAG00000021036"," ","ENSCHAG00000021036",NA,"protein_coding","Atlantic herring",13,14.390434,"",43.43,1,11749,3615,3615,NA,NA,24
"ENSCHAG00000021130"," zfand4","ENSCHAG00000021130",NA,"protein_coding","Atlantic herring",13,14.405759,"zinc finger, AN1-type domain 4 [Source:ZFIN;Acc:ZDB-GENE-090312-102]",46.7,4,11756,2133,2187,80,NA,9
"ENSCHAG00000021243"," march8","ENSCHAG00000021243",NA,"protein_coding","Atlantic herring",13,14.420814,"membrane-associated ring finger (C3HC4) 8 [Source:ZFIN;Acc:ZDB-GENE-080204-8]",45.2,8,59190,900,2311,105,527,7
"ENSCHAG00000021340"," ","ENSCHAG00000021340",NA,"protein_coding","Atlantic herring",13,14.484133,"",36.74,1,1025,1026,1026,NA,NA,1
"ENSCHAG00000021357"," vdac2","ENSCHAG00000021357",NA,"protein_coding","Atlantic herring",13,14.486893,"voltage-dependent anion channel 2 [Source:ZFIN;Acc:ZDB-GENE-030131-845]",41.8,6,4267,892.5,892.5,NA,NA,9
"ENSCHAG00000021515"," ","ENSCHAG00000021515",NA,"protein_coding","Atlantic herring",13,14.49283,"",45.75,3,3494,1173,2575,NA,1425,4
"ENSCHAG00000021597"," comtd1","ENSCHAG00000021597",105909795,"protein_coding","Atlantic herring",13,14.500315,"catechol O-methyltransferase domain-containing protein 1-like [Source:NCBI gene;Acc:105909795]",40.38,1,5673,738,1650,575,335,7
"ENSCHAG00000001687"," camk2g2","ENSCHAG00000001687",NA,"protein_coding","Atlantic herring",13,26.219567,"calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma 2 [Source:ZFIN;Acc:ZDB-GENE-070323-2]",50.01,10,89018,1540.5,5178.5,360,1637.5,17
"ENSCHAG00000002649"," ndst2a","ENSCHAG00000002649",NA,"protein_coding","Atlantic herring",13,26.330608,"N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2a [Source:ZFIN;Acc:ZDB-GENE-060810-182]",51.88,7,93828,2715,5836,133,2137,14
"ENSCHAG00000005956"," zswim8","ENSCHAG00000005956",NA,"protein_coding","Atlantic herring",13,26.463142,"zinc finger, SWIM-type containing 8 [Source:ZFIN;Acc:ZDB-GENE-050320-59]",50.31,8,41739,5430,7179,42,1748,29.5
"ENSCHAG00000011630"," si:ch211-51a6.2","ENSCHAG00000011630",NA,"protein_coding","Atlantic herring",13,26.510332,"si:ch211-51a6.2 [Source:ZFIN;Acc:ZDB-GENE-090313-118]",48.33,3,22454,2457,2470,342.5,NA,13
"ENSCHAG00000011676"," chchd1","ENSCHAG00000011676",NA,"protein_coding","Atlantic herring",13,26.534698,"coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-060810-176]",42.62,2,2343,369,592,177,391.5,2.5
"ENSCHAG00000011690"," si:dkey-191g9.5","ENSCHAG00000011690",NA,"protein_coding","Atlantic herring",13,26.544495,"si:dkey-191g9.5 [Source:ZFIN;Acc:ZDB-GENE-090313-217]",48.75,2,17089,1683,2928,719,524,14
"ENSCHAG00000011754"," si:dkey-191g9.7","ENSCHAG00000011754",NA,"protein_coding","Atlantic herring",13,26.577677,"si:dkey-191g9.7 [Source:ZFIN;Acc:ZDB-GENE-141216-135]",69.65,1,1574,1575,1575,NA,NA,1
"ENSCHAG00000011767"," polr1c","ENSCHAG00000011767",NA,"protein_coding","Atlantic herring",13,26.584165,"RNA polymerase I and III subunit C [Source:ZFIN;Acc:ZDB-GENE-040426-1495]",43.21,7,6171,1038,1720,65,681,9
"ENSCHAG00000012037"," ldb1a","ENSCHAG00000012037",105900301,"protein_coding","Atlantic herring",13,26.593787,"LIM domain binding 1 [Source:NCBI gene;Acc:105900301]",46.74,4,22630,1239,2110,73,NA,11
"ENSCHAG00000002372"," ","ENSCHAG00000002372",NA,"protein_coding","Atlantic herring",13,29.416133,"",42.98,1,9115,2304,2304,NA,NA,7
"ENSCHAG00000002689"," ","ENSCHAG00000002689",NA,"protein_coding","Atlantic herring",13,29.455771,"",47.88,1,4903,1269,2769,499,999,7
"ENSCHAG00000002710"," ","ENSCHAG00000002710",NA,"protein_coding","Atlantic herring",13,29.465607,"",43.28,1,9017,2103,2687,NA,583,5
"ENSCHAG00000002747"," ","ENSCHAG00000002747",NA,"protein_coding","Atlantic herring",13,29.475174,"",40.67,1,2438,624,1312,NA,687,2
"ENSCHAG00000002756"," si:ch211-235o23.1","ENSCHAG00000002756",NA,"protein_coding","Atlantic herring",13,29.487931,"si:ch211-235o23.1 [Source:NCBI gene;Acc:570302]",47.44,2,3631,873,1873,NA,999,3.5
"ENSCHAG00000003833"," slc39a6","ENSCHAG00000003833",NA,"protein_coding","Atlantic herring",13,29.5821,"solute carrier family 39 member 6 [Source:ZFIN;Acc:ZDB-GENE-030131-3023]",49.09,4,9117,1771.5,2289,NA,662,9
"ENSCHAG00000004449"," ","ENSCHAG00000004449",NA,"protein_coding","Atlantic herring",13,29.682193,"",40.06,1,693,186,186,NA,NA,2
"ENSCHAG00000009254"," ush2a","ENSCHAG00000009254",NA,"protein_coding","Atlantic herring",14,2.400649,"Usher syndrome 2A (autosomal recessive, mild) [Source:ZFIN;Acc:ZDB-GENE-060503-794]",47.91,2,358208,14763,14763,NA,NA,70.5
"ENSCHAG00000010109"," kctd3","ENSCHAG00000010109",NA,"protein_coding","Atlantic herring",14,2.765316,"potassium channel tetramerization domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-060503-169]",48.02,8,19815,1795.5,1795.5,NA,618,15
"ENSCHAG00000011468"," ","ENSCHAG00000011468",NA,"protein_coding","Atlantic herring",14,2.794521,"",45.1,1,7356,660,1804,174,483.5,7
"ENSCHAG00000011478"," fzd3b","ENSCHAG00000011478",NA,"protein_coding","Atlantic herring",14,2.803052,"frizzled class receptor 3b [Source:ZFIN;Acc:ZDB-GENE-070122-1]",50.97,2,36269,2148,4899,420.5,1907,7.5
"ENSCHAG00000011584"," cdc42bpaa","ENSCHAG00000011584",NA,"protein_coding","Atlantic herring",14,2.845925,"CDC42 binding protein kinase alpha (DMPK-like) a [Source:ZFIN;Acc:ZDB-GENE-120727-12]",49.24,10,95729,5229,5448,NA,999,37
"ENSCHAG00000015563"," ","ENSCHAG00000015563",NA,"protein_coding","Atlantic herring",14,2.926315,"",59.28,1,635,636,636,NA,NA,1
"ENSCHAG00000015578"," lft2","ENSCHAG00000015578",NA,"protein_coding","Atlantic herring",14,2.948918,"lefty2 [Source:ZFIN;Acc:ZDB-GENE-990630-11]",48.84,1,1592,1077,1213,44,90,4
"ENSCHAG00000015583"," adpgk2","ENSCHAG00000015583",NA,"protein_coding","Atlantic herring",14,2.954099,"ADP-dependent glucokinase 2 [Source:ZFIN;Acc:ZDB-GENE-090609-3]",45.59,1,10392,1461,3763,410,1890,6
"ENSCHAG00000015653"," hnrnpua","ENSCHAG00000015653",NA,"protein_coding","Atlantic herring",14,2.967217,"heterogeneous nuclear ribonucleoprotein Ua [Source:ZFIN;Acc:ZDB-GENE-030131-3731]",46.73,9,11454,1860,2878,NA,639,13
"ENSCHAG00000017495"," EFCAB2","ENSCHAG00000017495",NA,"protein_coding","Atlantic herring",14,2.979341,"EF-hand calcium binding domain 2 [Source:HGNC Symbol;Acc:HGNC:28166]",45.24,2,9952,432,572,NA,139,6
"ENSCHAG00000017604"," ","ENSCHAG00000017604",NA,"protein_coding","Atlantic herring",14,2.992296,"",50.02,1,70932,1134,1134,NA,NA,5
"ENSCHAG00000023446"," kcnk2a","ENSCHAG00000023446",105908158,"protein_coding","Atlantic herring",14,14.390376,"potassium two pore domain channel subfamily K member 2 [Source:NCBI gene;Acc:105908158]",43.03,2,18079,1146,1276,129,NA,6.5
"ENSCHAG00000023466"," cenpf","ENSCHAG00000023466",105908159,"protein_coding","Atlantic herring",14,14.423736,"centromere protein F [Source:NCBI gene;Acc:105908159]",42.71,2,15984,8433,9282,66.5,713,19.5
"ENSCHAG00000023508"," smyd2a","ENSCHAG00000023508",NA,"protein_coding","Atlantic herring",14,14.441198,"SET and MYND domain containing 2a [Source:NCBI gene;Acc:541423]",41.76,3,14663,1314,1473,472,158,13
"ENSCHAG00000023560"," prox1a","ENSCHAG00000023560",NA,"protein_coding","Atlantic herring",14,14.474417,"prospero homeobox 1a [Source:ZFIN;Acc:ZDB-GENE-980526-397]",47.63,2,30850,2331,2521,62,126,4.5
"ENSCHAG00000023578"," snx9a","ENSCHAG00000023578",105908252,"protein_coding","Atlantic herring",14,14.652243,"sorting nexin 9 [Source:NCBI gene;Acc:105908252]",42.53,1,13889,1683,1683,NA,NA,18
"ENSCHAG00000023593"," ","ENSCHAG00000023593",NA,"protein_coding","Atlantic herring",14,14.669174,"",43.09,3,8417,1317,2005,343,NA,5
"ENSCHAG00000002347"," pomca","ENSCHAG00000002347",NA,"protein_coding","Atlantic herring",14,14.67946,"proopiomelanocortin a [Source:ZFIN;Acc:ZDB-GENE-030513-2]",44.02,1,2248,831,1189,11,345,3
"ENSCHAG00000002368"," pomca","ENSCHAG00000002368",NA,"protein_coding","Atlantic herring",14,14.687378,"proopiomelanocortin a [Source:ZFIN;Acc:ZDB-GENE-030513-2]",44.24,1,2560,828,1599,429,340,3
"ENSCHAG00000002516"," efr3ba","ENSCHAG00000002516",NA,"protein_coding","Atlantic herring",14,14.690222,"EFR3 homolog Ba (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030616-64]",44.42,10,27263,2250,2910,76,2050,22
"ENSCHAG00000027748"," pacrg","ENSCHAG00000027748",105908338,"protein_coding","Atlantic herring",14,16.751901,"parkin coregulated [Source:NCBI gene;Acc:105908338]",47.22,2,135886,714,1295,337,242,5
"ENSCHAG00000027749"," qkia","ENSCHAG00000027749",105908305,"protein_coding","Atlantic herring",14,16.902858,"protein quaking-A [Source:NCBI gene;Acc:105908305]",49,2,81953,1182,1698,374,140,8
"ENSCHAG00000010536"," rnf144aa","ENSCHAG00000010536",105896920,"protein_coding","Atlantic herring",14,23.879376,"ring finger protein 144A [Source:NCBI gene;Acc:105896920]",44.26,1,27974,882,2186,151,999,8
"ENSCHAG00000010550"," id2a","ENSCHAG00000010550",105897296,"protein_coding","Atlantic herring",14,24.091284,"inhibitor of DNA binding 2 [Source:NCBI gene;Acc:105897296]",44.1,1,686,408,408,NA,NA,2
"ENSCHAG00000010596"," kidins220a","ENSCHAG00000010596",NA,"protein_coding","Atlantic herring",14,24.095052,"kinase D-interacting substrate 220a [Source:ZFIN;Acc:ZDB-GENE-041014-170]",48.34,9,42210,5091,5116,24,NA,29
"ENSCHAG00000011085"," MBOAT2","ENSCHAG00000011085",NA,"protein_coding","Atlantic herring",14,24.143644,"membrane bound O-acyltransferase domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-041210-257]",45.67,4,58564,1470,1672,130,336,11.5
"ENSCHAG00000009195"," lats1","ENSCHAG00000009195",105899446,"protein_coding","Atlantic herring",15,5.593914,"large tumor suppressor kinase 1 [Source:NCBI gene;Acc:105899446]",51.51,1,7098,3417,4309,127,763,7
"ENSCHAG00000009214"," crip2l","ENSCHAG00000009214",105899448,"protein_coding","Atlantic herring",15,5.604977,"cysteine-rich protein 2-like [Source:NCBI gene;Acc:105899448]",41.87,4,5316,618,992,373,NA,8
"ENSCHAG00000009299"," rdh14b","ENSCHAG00000009299",105899447,"protein_coding","Atlantic herring",15,5.612721,"retinol dehydrogenase 14 [Source:NCBI gene;Acc:105899447]",45.57,1,2312,972,972,NA,NA,2
"ENSCHAG00000009312"," si:dkey-174m14.3","ENSCHAG00000009312",NA,"protein_coding","Atlantic herring",15,5.61845,"si:dkey-174m14.3 [Source:ZFIN;Acc:ZDB-GENE-030131-8158]",47.87,2,28749,2136,2916,374,NA,7
