# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSCHAG00000026925	ENSCHAG00000026925	ENSCHAT00000064788	protein_coding	0	0	0	8	0	0	0	2	2	0	0	0	0	0	0	0	0	4
ENSCHAG00000026925	ENSCHAG00000026925	ENSCHAT00000064791	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0
ENSCHAG00000026925	ENSCHAG00000026925	ENSCHAT00000064792	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSCHAG00000026925	ENSCHAG00000026925	ENSCHAT00000064795	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	4
ENSCHAG00000026936	ENSCHAG00000026936	ENSCHAT00000064802	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	4
ENSCHAG00000026936	ENSCHAG00000026936	ENSCHAT00000064806	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	4
ENSCHAG00000027327	ENSCHAG00000027327	ENSCHAT00000065916		0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0
GNAZ	ENSCHAG00000013313	ENSCHAT00000029831	protein_coding	0	0	0	16	0	0	0	0	4	0	0	0	0	0	0	0	0	12
MCOLN3	ENSCHAG00000002573	ENSCHAT00000004479	protein_coding	0	0	0	10	0	0	1	2	5	0	0	0	0	0	0	0	0	2
MCOLN3	ENSCHAG00000002573	ENSCHAT00000004573	protein_coding	0	0	0	10	0	0	1	2	5	0	0	0	0	0	0	0	0	2
MCOLN3	ENSCHAG00000002573	ENSCHAT00000004597	protein_coding	0	0	0	10	0	0	1	2	5	0	0	0	0	0	0	0	0	2
PALMD	ENSCHAG00000009863	ENSCHAT00000021066	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PGF	ENSCHAG00000006545	ENSCHAT00000012977	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0
PIAS1	ENSCHAG00000023617	ENSCHAT00000055694	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PIAS1	ENSCHAG00000023617	ENSCHAT00000055729	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
PIAS1	ENSCHAG00000023617	ENSCHAT00000055738	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
PIAS1	ENSCHAG00000023617	ENSCHAT00000055763	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PIAS1	ENSCHAG00000023617	ENSCHAT00000055767	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
PIAS1	ENSCHAG00000023617	ENSCHAT00000055798	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
PPHLN1	ENSCHAG00000017947	ENSCHAT00000041398	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	1
PPHLN1	ENSCHAG00000017947	ENSCHAT00000041417	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	1
RFESD	ENSCHAG00000019160	ENSCHAT00000044277	protein_coding	0	0	1	9	0	0	0	6	1	1	0	0	0	0	0	0	0	2
RNF208	ENSCHAG00000015736	ENSCHAT00000035832	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SBF1	ENSCHAG00000011339	ENSCHAT00000028422	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBF1	ENSCHAG00000011339	ENSCHAT00000029911	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBF1	ENSCHAG00000011339	ENSCHAT00000029950	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBF1	ENSCHAG00000011339	ENSCHAT00000029976	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBF1	ENSCHAG00000011339	ENSCHAT00000030373	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBF1	ENSCHAG00000011339	ENSCHAT00000030864	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBF1	ENSCHAG00000011339	ENSCHAT00000030882	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBF1	ENSCHAG00000011339	ENSCHAT00000031434	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBF1	ENSCHAG00000011339	ENSCHAT00000031504	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBF1	ENSCHAG00000011339	ENSCHAT00000031536	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SMAD3	ENSCHAG00000023688	ENSCHAT00000055954	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
SMAD3	ENSCHAG00000023688	ENSCHAT00000055974	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
SMAD3	ENSCHAG00000023688	ENSCHAT00000055989	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
SNORA74	ENSCHAG00000026441	ENSCHAT00000063327	snoRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SNORD16	ENSCHAG00000000104	ENSCHAT00000000213	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNORD16	ENSCHAG00000000108	ENSCHAT00000000218	snoRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SNORD18	ENSCHAG00000000106	ENSCHAT00000000215	snoRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SNORD18	ENSCHAG00000000107	ENSCHAT00000000217	snoRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SNORD42	ENSCHAG00000020987	ENSCHAT00000048832	snoRNA	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
SNORD83	ENSCHAG00000010772	ENSCHAT00000023380	snoRNA	0	0	0	21	0	0	0	19	0	0	0	0	0	0	0	0	0	2
SNORD83	ENSCHAG00000010781	ENSCHAT00000023395	snoRNA	0	0	0	22	0	0	0	9	0	0	0	0	0	0	0	0	0	13
SNORD83	ENSCHAG00000010783	ENSCHAT00000023398	snoRNA	0	0	0	21	0	0	0	5	0	0	2	0	0	0	0	0	0	14
SYDE2	ENSCHAG00000003262	ENSCHAT00000005651	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TNIK	ENSCHAG00000015013	ENSCHAT00000040217	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1
TNIK	ENSCHAG00000015013	ENSCHAT00000043623	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1
TNIK	ENSCHAG00000015013	ENSCHAT00000044489	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1
TNIK	ENSCHAG00000015013	ENSCHAT00000044504	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1
TNIK	ENSCHAG00000015013	ENSCHAT00000045457	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1
TNIK	ENSCHAG00000015013	ENSCHAT00000045650	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1
TNIK	ENSCHAG00000015013	ENSCHAT00000046024	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1
TNIK	ENSCHAG00000015013	ENSCHAT00000046133	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1
TNIK	ENSCHAG00000015013	ENSCHAT00000046166	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1
WDR63	ENSCHAG00000002741	ENSCHAT00000004703	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	7
WDR63	ENSCHAG00000002741	ENSCHAT00000004750	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	7
WDR63	ENSCHAG00000002741	ENSCHAT00000005089	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	7
WDR63	ENSCHAG00000002741	ENSCHAT00000005259	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	7
WDR63	ENSCHAG00000002741	ENSCHAT00000005494	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	5
WDR63	ENSCHAG00000002741	ENSCHAT00000005598	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	5
XRCC2	ENSCHAG00000015129	ENSCHAT00000034334	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
aagab	ENSCHAG00000023674	ENSCHAT00000055878	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
aagab	ENSCHAG00000023674	ENSCHAT00000055893	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
actr10	ENSCHAG00000006365	ENSCHAT00000012689	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
actr10	ENSCHAG00000006365	ENSCHAT00000012751	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
actr10	ENSCHAG00000006365	ENSCHAT00000012819	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
actr10	ENSCHAG00000006365	ENSCHAT00000012868	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
actr10	ENSCHAG00000006365	ENSCHAT00000012896	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
actr10	ENSCHAG00000006365	ENSCHAT00000012924	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
actr3b	ENSCHAG00000014123	ENSCHAT00000033883	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
actr3b	ENSCHAG00000014123	ENSCHAT00000033942	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
actr3b	ENSCHAG00000014123	ENSCHAT00000034046	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
actr3b	ENSCHAG00000014123	ENSCHAT00000034073	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
actr3b	ENSCHAG00000014123	ENSCHAT00000034096	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
actr3b	ENSCHAG00000014123	ENSCHAT00000034184	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0
actr3b	ENSCHAG00000014123	ENSCHAT00000034245	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0
actr3b	ENSCHAG00000014123	ENSCHAT00000034296	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0
actr3b	ENSCHAG00000014123	ENSCHAT00000034318	protein_coding	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0
adm2a	ENSCHAG00000015251	ENSCHAT00000034611	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0
agbl1	ENSCHAG00000016499	ENSCHAT00000037861	protein_coding	0	0	0	8	0	0	0	4	4	0	0	0	0	0	0	0	0	0
agbl1	ENSCHAG00000016499	ENSCHAT00000037894	protein_coding	0	0	0	8	0	0	0	4	4	0	0	0	0	0	0	0	0	0
agbl1	ENSCHAG00000016499	ENSCHAT00000037917	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
agtpbp1	ENSCHAG00000024424	ENSCHAT00000058399	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2
agtpbp1	ENSCHAG00000024424	ENSCHAT00000058502	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2
agtpbp1	ENSCHAG00000024424	ENSCHAT00000058584	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
agtpbp1	ENSCHAG00000024424	ENSCHAT00000058615	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
agtpbp1	ENSCHAG00000024424	ENSCHAT00000058639	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
agtpbp1	ENSCHAG00000024424	ENSCHAT00000058647	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
aldh6a1	ENSCHAG00000006703	ENSCHAT00000014683	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
angpt2b	ENSCHAG00000006260	ENSCHAT00000012401	protein_coding	0	0	1	18	0	0	0	1	16	1	0	0	0	0	0	0	0	1
ank1a	ENSCHAG00000001526	ENSCHAT00000010701	protein_coding	0	0	0	10	1	0	0	4	5	0	0	0	0	0	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000011822	protein_coding	0	1	0	16	0	0	0	4	13	0	0	0	0	1	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000012304	protein_coding	0	1	0	16	0	0	0	4	13	0	0	0	0	1	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000012321	protein_coding	0	0	0	10	1	0	0	4	5	0	0	0	0	0	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000012500	protein_coding	0	0	0	10	1	0	0	4	5	0	0	0	0	0	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000012969	protein_coding	0	0	1	9	0	0	0	5	4	1	0	0	0	0	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000013949	protein_coding	0	1	0	16	0	0	0	4	13	0	0	0	0	1	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000013992	protein_coding	0	1	0	11	0	0	0	0	12	0	0	0	0	1	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000014039	protein_coding	0	1	0	16	0	0	0	4	13	0	0	0	0	1	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000014071	protein_coding	0	0	1	9	0	0	0	5	4	1	0	0	0	0	0	0	0	0
anks1b	ENSCHAG00000005896	ENSCHAT00000012451	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0
anks1b	ENSCHAG00000005896	ENSCHAT00000012547	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0
anks1b	ENSCHAG00000005896	ENSCHAT00000012658	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0
arhgef37	ENSCHAG00000014629	ENSCHAT00000033262	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0	0	0	0
ascc3	ENSCHAG00000015189	ENSCHAT00000035544	protein_coding	0	0	0	55	0	0	0	0	52	0	0	0	0	0	0	0	0	3
ascc3	ENSCHAG00000015189	ENSCHAT00000035581	protein_coding	0	0	0	55	0	0	0	0	52	0	0	0	0	0	0	0	0	3
ascc3	ENSCHAG00000015189	ENSCHAT00000035623	protein_coding	0	0	0	55	0	0	0	0	52	0	0	0	0	0	0	0	0	3
ascc3	ENSCHAG00000015189	ENSCHAT00000035650	protein_coding	0	0	0	55	0	0	0	0	52	0	0	0	0	0	0	0	0	3
ascc3	ENSCHAG00000015189	ENSCHAT00000035665	protein_coding	0	0	0	55	0	0	0	0	52	0	0	0	0	0	0	0	0	3
ascc3	ENSCHAG00000015189	ENSCHAT00000035692	protein_coding	0	0	0	55	0	0	0	0	52	0	0	0	0	0	0	0	0	3
ascc3	ENSCHAG00000015189	ENSCHAT00000035739	protein_coding	0	0	0	52	0	0	0	0	49	0	0	0	0	0	0	0	0	3
ascc3	ENSCHAG00000015189	ENSCHAT00000035802	protein_coding	0	0	0	27	0	0	0	2	21	0	0	0	0	0	0	0	0	4
atp5f1c	ENSCHAG00000014596	ENSCHAT00000033046	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
atp5f1c	ENSCHAG00000014596	ENSCHAT00000033061	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
atp5f1c	ENSCHAG00000014596	ENSCHAT00000033154	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
atp5f1c	ENSCHAG00000014596	ENSCHAT00000033174	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
atp5f1c	ENSCHAG00000014596	ENSCHAT00000033230	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
atp5fa1	ENSCHAG00000022181	ENSCHAT00000052064	protein_coding	0	0	0	82	0	0	0	0	76	0	0	0	0	0	0	0	0	6
atp5fa1	ENSCHAG00000022181	ENSCHAT00000052383	protein_coding	0	0	0	14	0	0	0	6	1	0	0	0	0	0	0	0	0	7
atp5fa1	ENSCHAG00000022181	ENSCHAT00000052435	protein_coding	0	0	0	15	0	0	0	5	4	0	0	0	0	0	0	0	0	6
atp5fa1	ENSCHAG00000022181	ENSCHAT00000052479	protein_coding	0	0	0	15	0	0	0	5	4	0	0	0	0	0	0	0	0	6
atp5fa1	ENSCHAG00000022181	ENSCHAT00000052494	protein_coding	0	0	0	13	0	0	0	5	1	0	0	0	0	0	0	0	0	7
atp5fa1	ENSCHAG00000022181	ENSCHAT00000052508	protein_coding	0	0	0	15	0	0	0	5	4	0	0	0	0	0	0	0	0	6
atp6v1d	ENSCHAG00000011859	ENSCHAT00000026407	protein_coding	0	0	0	24	0	0	0	2	19	0	0	0	0	0	0	0	0	3
atp6v1d	ENSCHAG00000011859	ENSCHAT00000026432	protein_coding	0	0	0	9	3	0	0	1	2	0	0	0	0	0	0	0	0	3
atp6v1d	ENSCHAG00000011859	ENSCHAT00000026457	protein_coding	0	0	0	7	3	0	0	1	1	0	0	0	0	0	0	0	0	2
b3gnt2b	ENSCHAG00000002175	ENSCHAT00000003852	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bcas3	ENSCHAG00000009069	ENSCHAT00000019626	protein_coding	0	0	0	12	0	0	0	1	11	0	0	0	0	0	0	0	0	0
bcas3	ENSCHAG00000009069	ENSCHAT00000019648	protein_coding	0	0	0	12	0	0	0	1	11	0	0	0	0	0	0	0	0	0
bcas3	ENSCHAG00000009069	ENSCHAT00000019667	protein_coding	0	0	0	12	0	0	0	1	11	0	0	0	0	0	0	0	0	0
bcas3	ENSCHAG00000009069	ENSCHAT00000019687	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0
bcas3	ENSCHAG00000009069	ENSCHAT00000019723	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
bcas3	ENSCHAG00000009069	ENSCHAT00000019747	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
bcas3	ENSCHAG00000009069	ENSCHAT00000019797	protein_coding	0	1	0	9	0	0	0	0	9	0	0	0	0	0	0	0	1	0
bcl2a	ENSCHAG00000018783	ENSCHAT00000043397	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	1
brip1	ENSCHAG00000009519	ENSCHAT00000020208	protein_coding	0	0	0	8	0	0	0	2	6	0	0	0	0	0	0	0	0	0
brip1	ENSCHAG00000009519	ENSCHAT00000020254	protein_coding	0	0	0	8	0	0	0	2	6	0	0	0	0	0	0	0	0	0
brip1	ENSCHAG00000009519	ENSCHAT00000020278	protein_coding	0	0	0	8	0	0	0	2	6	0	0	0	0	0	0	0	0	0
brip1	ENSCHAG00000009519	ENSCHAT00000020292	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0
brip1	ENSCHAG00000009519	ENSCHAT00000020311	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0
brip1	ENSCHAG00000009519	ENSCHAT00000020323	protein_coding	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0
cacnb4b	ENSCHAG00000006488	ENSCHAT00000014008	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
cacnb4b	ENSCHAG00000006488	ENSCHAT00000014055	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
cacnb4b	ENSCHAG00000006488	ENSCHAT00000014160	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
cacnb4b	ENSCHAG00000006488	ENSCHAT00000014182	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
cacnb4b	ENSCHAG00000006488	ENSCHAT00000014276	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
cacnb4b	ENSCHAG00000006488	ENSCHAT00000014288	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ccdc80l2	ENSCHAG00000026451	ENSCHAT00000063346	protein_coding	0	0	0	18	0	0	0	8	1	0	0	0	0	0	0	0	0	9
ccn1	ENSCHAG00000003344	ENSCHAT00000005961	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
cct2	ENSCHAG00000009633	ENSCHAT00000020390	protein_coding	0	1	0	8	0	0	0	3	4	0	0	0	0	0	0	0	1	1
cct2	ENSCHAG00000009633	ENSCHAT00000020473	protein_coding	0	1	0	8	0	0	0	3	4	0	0	0	0	0	0	0	1	1
cct2	ENSCHAG00000009633	ENSCHAT00000020488	protein_coding	0	1	0	7	0	0	0	2	4	0	0	0	0	0	0	0	1	1
cct2	ENSCHAG00000009633	ENSCHAT00000020499	protein_coding	0	1	0	7	0	0	0	2	4	0	0	0	0	0	0	0	1	1
cct2	ENSCHAG00000009633	ENSCHAT00000020513	protein_coding	0	1	0	7	0	0	0	2	4	0	0	0	0	0	0	0	1	1
cdh4	ENSCHAG00000025571	ENSCHAT00000062549	protein_coding	0	0	0	30	0	0	0	0	28	0	0	0	0	0	0	0	0	2
cdh4	ENSCHAG00000025571	ENSCHAT00000062581	protein_coding	0	0	0	29	0	0	0	0	28	0	0	0	0	0	0	0	0	1
cdh4	ENSCHAG00000025571	ENSCHAT00000062587	protein_coding	0	0	0	29	0	0	0	0	28	0	0	0	0	0	0	0	0	1
cdh4	ENSCHAG00000025571	ENSCHAT00000062597	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	3
cdh4	ENSCHAG00000025571	ENSCHAT00000062607	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1
cdh4	ENSCHAG00000025571	ENSCHAT00000062612	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1
cdh4	ENSCHAG00000025571	ENSCHAT00000062621	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1
cdh4	ENSCHAG00000025571	ENSCHAT00000062627	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
cdh4	ENSCHAG00000025571	ENSCHAT00000062631	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
cdh4	ENSCHAG00000025571	ENSCHAT00000062641	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
cep78	ENSCHAG00000024356	ENSCHAT00000057788	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1
ch25hl1.1	ENSCHAG00000008452	ENSCHAT00000017485	protein_coding	0	0	0	18	0	0	0	9	0	0	0	0	0	0	0	0	0	9
ch25hl1.1	ENSCHAG00000008473	ENSCHAT00000017531	protein_coding	0	0	0	9	0	0	0	8	0	0	0	0	0	0	0	0	0	1
ch25hl1.2	ENSCHAG00000008524	ENSCHAT00000017665	protein_coding	0	0	2	6	0	0	0	3	0	2	0	0	0	0	0	0	0	3
chchd1	ENSCHAG00000011676	ENSCHAT00000025707	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
chchd1	ENSCHAG00000011676	ENSCHAT00000025718	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
cicb	ENSCHAG00000012970	ENSCHAT00000028974	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
cipcb	ENSCHAG00000006557	ENSCHAT00000013004	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
clk2b	ENSCHAG00000005172	ENSCHAT00000011018	protein_coding	0	0	0	9	0	0	0	3	6	0	0	0	0	0	0	0	0	0
clk2b	ENSCHAG00000005172	ENSCHAT00000011090	protein_coding	0	0	0	9	0	0	0	3	6	0	0	0	0	0	0	0	0	0
clk2b	ENSCHAG00000005172	ENSCHAT00000011243	protein_coding	0	0	0	9	0	0	0	3	6	0	0	0	0	0	0	0	0	0
clk2b	ENSCHAG00000005172	ENSCHAT00000011296	protein_coding	0	0	0	9	0	0	0	3	3	0	0	0	0	0	0	0	0	3
clk2b	ENSCHAG00000005172	ENSCHAT00000011353	protein_coding	0	0	0	9	0	0	0	3	3	0	0	0	0	0	0	0	0	3
clk2b	ENSCHAG00000005172	ENSCHAT00000011390	protein_coding	0	0	0	9	0	0	0	3	3	0	0	0	0	0	0	0	0	3
clk2b	ENSCHAG00000005172	ENSCHAT00000011420	protein_coding	0	0	0	9	0	0	0	3	3	0	0	0	0	0	0	0	0	3
clk2b	ENSCHAG00000005172	ENSCHAT00000011474	protein_coding	0	0	0	9	0	0	0	3	3	0	0	0	0	0	0	0	0	3
clk2b	ENSCHAG00000005172	ENSCHAT00000011550	protein_coding	0	0	0	9	0	0	0	3	6	0	0	0	0	0	0	0	0	0
clk2b	ENSCHAG00000005172	ENSCHAT00000011590	protein_coding	0	0	0	9	0	0	0	3	3	0	0	0	0	0	0	0	0	3
cox4i1l	ENSCHAG00000018779	ENSCHAT00000043375	protein_coding	0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	5
cpsf6	ENSCHAG00000009684	ENSCHAT00000020655	protein_coding	0	0	0	6	0	0	0	2	2	0	0	0	0	0	0	0	0	2
cpsf6	ENSCHAG00000009684	ENSCHAT00000020670	protein_coding	0	0	0	6	0	0	0	2	2	0	0	0	0	0	0	0	0	2
cpsf6	ENSCHAG00000009684	ENSCHAT00000020681	protein_coding	0	0	0	6	0	0	0	2	2	0	0	0	0	0	0	0	0	2
cpsf6	ENSCHAG00000009684	ENSCHAT00000020700	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
csmd2	ENSCHAG00000003146	ENSCHAT00000010274	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
csmd2	ENSCHAG00000003146	ENSCHAT00000010389	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
