# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
OR10S1	ENSCHAG00000019408	ENSCHAT00000044971	protein_coding	0	1	0	2	0	0	0	1	0	0	0	0	0	0	1	1
PGF	ENSCHAG00000006545	ENSCHAT00000012977	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0
PKHD1L1	ENSCHAG00000009149	ENSCHAT00000020362	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
PKHD1L1	ENSCHAG00000009149	ENSCHAT00000020429	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
PKHD1L1	ENSCHAG00000009149	ENSCHAT00000020570	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
PRDM12	ENSCHAG00000010752	ENSCHAT00000023350	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PRDM12	ENSCHAG00000010752	ENSCHAT00000023366	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RHOV	ENSCHAG00000019137	ENSCHAT00000044246	protein_coding	0	0	0	5	0	0	0	3	1	0	0	0	0	0	0	1
SUN1	ENSCHAG00000000998	ENSCHAT00000001604	protein_coding	0	0	0	18	0	0	0	13	2	0	0	0	0	0	0	3
SUN1	ENSCHAG00000000998	ENSCHAT00000001666	protein_coding	0	0	0	18	0	0	0	13	2	0	0	0	0	0	0	3
SUN1	ENSCHAG00000000998	ENSCHAT00000001763	protein_coding	0	0	0	18	0	0	0	13	2	0	0	0	0	0	0	3
SUN1	ENSCHAG00000000998	ENSCHAT00000001993	protein_coding	0	0	0	5	1	0	0	1	0	0	0	0	0	0	0	3
TMEM252	ENSCHAG00000025238	ENSCHAT00000060103	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2
U12	ENSCHAG00000002816	ENSCHAT00000004838	snRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
U4	ENSCHAG00000018944	ENSCHAT00000043772	snRNA	0	0	0	16	0	0	0	5	0	0	0	0	0	0	0	11
U4	ENSCHAG00000019020	ENSCHAT00000043974	snRNA	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	3
U4	ENSCHAG00000019021	ENSCHAT00000043977	snRNA	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	2
U4	ENSCHAG00000019022	ENSCHAT00000043979	snRNA	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6
U4	ENSCHAG00000019023	ENSCHAT00000043985	snRNA	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6
U4	ENSCHAG00000019025	ENSCHAT00000043994	snRNA	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
U4	ENSCHAG00000019028	ENSCHAT00000043996	snRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
U4	ENSCHAG00000019030	ENSCHAT00000044001	snRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
U4	ENSCHAG00000019032	ENSCHAT00000044005	snRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
U4	ENSCHAG00000019034	ENSCHAT00000044012	snRNA	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	2
U4	ENSCHAG00000019036	ENSCHAT00000044015	snRNA	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
U4	ENSCHAG00000019037	ENSCHAT00000044021	snRNA	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
U4	ENSCHAG00000019041	ENSCHAT00000044027	snRNA	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
U4	ENSCHAG00000019044	ENSCHAT00000044033	snRNA	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
U4	ENSCHAG00000019046	ENSCHAT00000044038	snRNA	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
U5	ENSCHAG00000018900	ENSCHAT00000043690	snRNA	0	0	0	16	0	0	0	12	0	0	0	0	0	0	0	4
U5	ENSCHAG00000018902	ENSCHAT00000043694	snRNA	0	0	0	38	0	0	0	33	0	0	0	0	0	0	0	5
U5	ENSCHAG00000018906	ENSCHAT00000043702	snRNA	0	0	0	39	0	0	0	37	0	0	0	0	0	0	0	2
U5	ENSCHAG00000018914	ENSCHAT00000043712	snRNA	0	0	0	44	0	0	0	32	0	0	0	0	0	0	0	12
U5	ENSCHAG00000018920	ENSCHAT00000043717	snRNA	0	0	0	44	0	0	0	30	0	0	2	0	0	0	0	12
U5	ENSCHAG00000018922	ENSCHAT00000043724	snRNA	0	0	0	46	0	0	0	21	0	0	2	0	0	0	0	23
U5	ENSCHAG00000018923	ENSCHAT00000043732	snRNA	0	0	0	52	0	0	0	19	0	0	0	0	0	0	0	33
U5	ENSCHAG00000018927	ENSCHAT00000043740	snRNA	0	0	0	34	0	0	0	11	0	0	0	0	0	0	0	23
U5	ENSCHAG00000018930	ENSCHAT00000043746	snRNA	0	0	0	35	0	0	0	10	0	0	0	0	0	0	0	25
U5	ENSCHAG00000018932	ENSCHAT00000043754	snRNA	0	0	0	35	0	0	0	10	0	0	0	0	0	0	0	25
U5	ENSCHAG00000018936	ENSCHAT00000043761	snRNA	0	0	0	27	0	0	0	4	0	0	0	0	0	0	0	23
U6	ENSCHAG00000005131	ENSCHAT00000009532	snRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ZFYVE21	ENSCHAG00000005344	ENSCHAT00000010404	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ZFYVE21	ENSCHAG00000005344	ENSCHAT00000010510	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ZFYVE21	ENSCHAG00000005344	ENSCHAT00000010596	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ZFYVE21	ENSCHAG00000005344	ENSCHAT00000010667	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
abl1	ENSCHAG00000010052	ENSCHAT00000022960	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	1
abl1	ENSCHAG00000010052	ENSCHAT00000023083	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	1
abl1	ENSCHAG00000010052	ENSCHAT00000023135	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	1
abl1	ENSCHAG00000010052	ENSCHAT00000023243	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0
acat2	ENSCHAG00000007921	ENSCHAT00000016246	protein_coding	0	0	0	6	0	0	0	5	1	0	0	0	0	0	0	0
acbd3	ENSCHAG00000008028	ENSCHAT00000016455	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
actr10	ENSCHAG00000006365	ENSCHAT00000012689	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
actr10	ENSCHAG00000006365	ENSCHAT00000012751	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
actr10	ENSCHAG00000006365	ENSCHAT00000012819	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
actr10	ENSCHAG00000006365	ENSCHAT00000012868	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
actr10	ENSCHAG00000006365	ENSCHAT00000012896	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
actr10	ENSCHAG00000006365	ENSCHAT00000012924	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
ak5l	ENSCHAG00000001908	ENSCHAT00000003591	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
akap12b	ENSCHAG00000005140	ENSCHAT00000009546	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
aldh18a1	ENSCHAG00000003449	ENSCHAT00000010468	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9
aldh18a1	ENSCHAG00000003449	ENSCHAT00000010568	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9
aldh18a1	ENSCHAG00000003449	ENSCHAT00000010632	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9
aldh18a1	ENSCHAG00000003449	ENSCHAT00000010690	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9
aldh18a1	ENSCHAG00000003449	ENSCHAT00000010738	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9
aldh18a1	ENSCHAG00000003449	ENSCHAT00000010769	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9
aldh18a1	ENSCHAG00000003449	ENSCHAT00000010838	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9
alyref	ENSCHAG00000003444	ENSCHAT00000006105	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
alyref	ENSCHAG00000003444	ENSCHAT00000006130	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
alyref	ENSCHAG00000003444	ENSCHAT00000006177	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
angptl2b	ENSCHAG00000008718	ENSCHAT00000018147	protein_coding	0	0	0	12	1	0	1	4	5	0	0	0	0	0	0	1
angptl2b	ENSCHAG00000008718	ENSCHAT00000018194	protein_coding	0	0	0	9	1	0	0	4	3	0	0	0	0	0	0	1
angptl2b	ENSCHAG00000008718	ENSCHAT00000018210	protein_coding	0	0	0	9	1	0	0	4	3	0	0	0	0	0	0	1
ank1a	ENSCHAG00000001526	ENSCHAT00000010701	protein_coding	0	0	0	10	1	0	0	4	5	0	0	0	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000011822	protein_coding	0	1	0	16	0	0	0	4	13	0	0	0	1	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000012304	protein_coding	0	1	0	16	0	0	0	4	13	0	0	0	1	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000012321	protein_coding	0	0	0	10	1	0	0	4	5	0	0	0	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000012500	protein_coding	0	0	0	10	1	0	0	4	5	0	0	0	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000012969	protein_coding	0	0	1	9	0	0	0	5	4	1	0	0	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000013949	protein_coding	0	1	0	16	0	0	0	4	13	0	0	0	1	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000013992	protein_coding	0	1	0	11	0	0	0	0	12	0	0	0	1	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000014039	protein_coding	0	1	0	16	0	0	0	4	13	0	0	0	1	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000014071	protein_coding	0	0	1	9	0	0	0	5	4	1	0	0	0	0	0	0
arf6a	ENSCHAG00000006253	ENSCHAT00000012297	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	1
arhgap33	ENSCHAG00000015594	ENSCHAT00000035368	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	2
arhgap33	ENSCHAG00000015594	ENSCHAT00000035392	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	1
arhgef37	ENSCHAG00000014629	ENSCHAT00000033262	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0	0
ascl1a	ENSCHAG00000004363	ENSCHAT00000007947	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
atp1a2a	ENSCHAG00000008730	ENSCHAT00000018184	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
atp2b3a	ENSCHAG00000019863	ENSCHAT00000047417	protein_coding	0	0	0	14	0	0	0	0	11	0	0	0	0	0	0	3
atp2b3a	ENSCHAG00000019863	ENSCHAT00000047905	protein_coding	0	0	0	15	0	0	0	1	11	0	0	0	0	0	0	3
atp2b3a	ENSCHAG00000019863	ENSCHAT00000047928	protein_coding	0	0	0	15	0	0	0	1	11	0	0	0	0	0	0	3
atp2b3a	ENSCHAG00000019863	ENSCHAT00000047957	protein_coding	0	0	0	15	0	0	0	1	11	0	0	0	0	0	0	3
atp2b3a	ENSCHAG00000019863	ENSCHAT00000047985	protein_coding	0	0	0	14	0	0	0	0	11	0	0	0	0	0	0	3
atp2b3a	ENSCHAG00000019863	ENSCHAT00000048070	protein_coding	0	0	0	14	0	0	0	0	11	0	0	0	0	0	0	3
atp2b3a	ENSCHAG00000019863	ENSCHAT00000048088	protein_coding	0	0	1	13	0	0	0	4	6	1	0	0	0	0	0	3
atp2b3a	ENSCHAG00000019863	ENSCHAT00000048126	protein_coding	0	0	0	14	0	0	0	0	11	0	0	0	0	0	0	3
atp2b3a	ENSCHAG00000019863	ENSCHAT00000048140	protein_coding	0	0	0	14	0	0	0	0	11	0	0	0	0	0	0	3
atp2b3a	ENSCHAG00000019863	ENSCHAT00000048196	protein_coding	0	0	0	13	0	0	0	0	11	0	0	0	0	0	0	2
atp5f1c	ENSCHAG00000014596	ENSCHAT00000033046	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2
atp5f1c	ENSCHAG00000014596	ENSCHAT00000033061	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2
atp5f1c	ENSCHAG00000014596	ENSCHAT00000033154	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2
atp5f1c	ENSCHAG00000014596	ENSCHAT00000033174	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2
atp5f1c	ENSCHAG00000014596	ENSCHAT00000033230	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
bag5	ENSCHAG00000005843	ENSCHAT00000011292	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
bag5	ENSCHAG00000005843	ENSCHAT00000011313	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
bahcc1b	ENSCHAG00000021207	ENSCHAT00000049412	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	1
bcl11aa	ENSCHAG00000009178	ENSCHAT00000019242	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
bcl11aa	ENSCHAG00000009178	ENSCHAT00000019271	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
bicral	ENSCHAG00000021155	ENSCHAT00000049277	protein_coding	0	0	0	19	1	0	0	8	2	0	0	0	0	0	0	8
bicral	ENSCHAG00000021155	ENSCHAT00000049333	protein_coding	0	0	0	14	0	0	0	9	2	0	0	0	0	0	0	3
bnip3la	ENSCHAG00000018367	ENSCHAT00000042387	protein_coding	0	1	0	10	0	0	0	5	5	0	0	0	0	0	1	0
brms1	ENSCHAG00000026236	ENSCHAT00000062704	protein_coding	0	2	0	3	0	0	0	0	1	0	0	0	0	0	2	2
ca6	ENSCHAG00000027660	ENSCHAT00000066902	protein_coding	0	0	0	27	0	0	1	1	6	0	0	0	0	0	0	19
ca6	ENSCHAG00000027660	ENSCHAT00000066905	protein_coding	0	0	0	27	0	0	1	1	6	0	0	0	0	0	0	19
ca7	ENSCHAG00000021798	ENSCHAT00000051004	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	1
capslb	ENSCHAG00000023871	ENSCHAT00000056415	protein_coding	0	1	0	13	2	0	0	4	3	0	0	0	0	0	1	4
cbwd	ENSCHAG00000024950	ENSCHAT00000059507	protein_coding	0	0	0	11	0	0	0	1	1	0	0	0	0	0	0	9
cbwd	ENSCHAG00000024950	ENSCHAT00000059629	protein_coding	0	0	0	11	0	0	1	1	0	0	0	0	0	0	0	9
cbwd	ENSCHAG00000024950	ENSCHAT00000059649	protein_coding	0	0	0	11	0	0	1	1	0	0	0	0	0	0	0	9
cbwd	ENSCHAG00000024950	ENSCHAT00000059657	protein_coding	0	0	0	11	0	0	1	1	0	0	0	0	0	0	0	9
cbwd	ENSCHAG00000024950	ENSCHAT00000059665	protein_coding	0	0	0	11	0	0	1	1	0	0	0	0	0	0	0	9
cbwd	ENSCHAG00000024950	ENSCHAT00000059675	protein_coding	0	0	0	11	0	0	1	1	0	0	0	0	0	0	0	9
cbwd	ENSCHAG00000024950	ENSCHAT00000059679	protein_coding	0	0	0	11	0	0	1	1	0	0	0	0	0	0	0	9
cbwd	ENSCHAG00000024950	ENSCHAT00000059687	protein_coding	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	9
cbwd	ENSCHAG00000024950	ENSCHAT00000059713	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10
ccl34a.3	ENSCHAG00000026591	ENSCHAT00000063805	protein_coding	0	0	0	16	0	0	0	7	0	0	0	0	0	0	0	9
ccl34a.3	ENSCHAG00000026591	ENSCHAT00000063811	protein_coding	0	0	0	14	0	0	0	7	0	0	0	0	0	0	0	7
ccl34a.3	ENSCHAG00000026591	ENSCHAT00000063818	protein_coding	0	0	0	10	0	0	0	7	0	0	0	0	0	0	0	3
cdc42se2	ENSCHAG00000001047	ENSCHAT00000001671	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
cdc42se2	ENSCHAG00000001047	ENSCHAT00000001688	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
cdh16	ENSCHAG00000021788	ENSCHAT00000050978	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
chn2	ENSCHAG00000013577	ENSCHAT00000030744	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
cipcb	ENSCHAG00000006557	ENSCHAT00000013004	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
cmasa	ENSCHAG00000018948	ENSCHAT00000043957	protein_coding	0	1	0	15	2	0	0	1	7	0	0	0	0	0	1	5
cmtm4	ENSCHAG00000022048	ENSCHAT00000051675	protein_coding	0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	1
coa6	ENSCHAG00000009656	ENSCHAT00000020448	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
coa8	ENSCHAG00000005829	ENSCHAT00000011251	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
cox4i1	ENSCHAG00000018019	ENSCHAT00000041583	protein_coding	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	3
cox4i1	ENSCHAG00000018019	ENSCHAT00000041594	protein_coding	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	3
cpvl	ENSCHAG00000013681	ENSCHAT00000031128	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
cpvl	ENSCHAG00000013681	ENSCHAT00000031150	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
cpvl	ENSCHAG00000013681	ENSCHAT00000031172	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
cpvl	ENSCHAG00000013681	ENSCHAT00000031200	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
creb3l2	ENSCHAG00000010107	ENSCHAT00000022419	protein_coding	0	0	0	14	0	0	0	0	11	0	0	0	0	0	0	3
creb3l2	ENSCHAG00000010107	ENSCHAT00000022456	protein_coding	0	0	0	14	0	0	0	4	7	0	0	0	0	0	0	3
creb5b	ENSCHAG00000013853	ENSCHAT00000031390	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
creb5b	ENSCHAG00000013853	ENSCHAT00000031417	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
csmd2	ENSCHAG00000003146	ENSCHAT00000010274	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0	0
csmd2	ENSCHAG00000003146	ENSCHAT00000010389	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0	0
csmd2	ENSCHAG00000003146	ENSCHAT00000011453	protein_coding	0	1	0	14	0	1	3	0	11	0	0	0	0	0	0	0
csmd2	ENSCHAG00000003146	ENSCHAT00000011497	protein_coding	0	1	0	14	0	1	3	0	11	0	0	0	0	0	0	0
csmd2	ENSCHAG00000003146	ENSCHAT00000011922	protein_coding	0	1	1	12	0	0	0	0	12	1	0	0	0	0	1	0
csmd2	ENSCHAG00000003146	ENSCHAT00000011958	protein_coding	0	1	1	12	0	0	0	0	12	1	0	0	0	0	1	0
csmd2	ENSCHAG00000003146	ENSCHAT00000012056	protein_coding	0	0	1	13	0	0	0	0	11	1	0	0	0	0	0	2
csmd2	ENSCHAG00000003146	ENSCHAT00000012104	protein_coding	0	0	0	14	0	0	0	0	11	0	0	0	0	0	0	3
ddx54	ENSCHAG00000007106	ENSCHAT00000020580	protein_coding	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	13
ddx54	ENSCHAG00000007106	ENSCHAT00000020616	protein_coding	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	13
ddx54	ENSCHAG00000007106	ENSCHAT00000020772	protein_coding	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	13
ddx54	ENSCHAG00000007106	ENSCHAT00000020865	protein_coding	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	13
ddx54	ENSCHAG00000007106	ENSCHAT00000020945	protein_coding	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	13
ddx54	ENSCHAG00000007106	ENSCHAT00000020993	protein_coding	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	13
ddx54	ENSCHAG00000007106	ENSCHAT00000021102	protein_coding	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	13
ddx54	ENSCHAG00000007106	ENSCHAT00000021278	protein_coding	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	13
ddx54	ENSCHAG00000007106	ENSCHAT00000021326	protein_coding	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	13
dedd	ENSCHAG00000019829	ENSCHAT00000045998	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
dip2ca	ENSCHAG00000023650	ENSCHAT00000057412	protein_coding	0	2	0	2	0	0	0	0	2	0	0	0	2	0	1	1
dip2ca	ENSCHAG00000023650	ENSCHAT00000057947	protein_coding	0	2	0	1	0	0	0	0	2	0	0	0	2	0	1	0
dip2ca	ENSCHAG00000023650	ENSCHAT00000058020	protein_coding	0	2	0	1	0	0	0	0	2	0	0	0	2	0	1	0
dip2ca	ENSCHAG00000023650	ENSCHAT00000058082	protein_coding	0	2	0	1	0	0	0	0	2	0	0	0	2	0	1	0
dip2ca	ENSCHAG00000023650	ENSCHAT00000058106	protein_coding	0	2	0	1	0	0	0	0	2	0	0	0	2	0	1	0
dip2ca	ENSCHAG00000023650	ENSCHAT00000058127	protein_coding	0	2	0	1	0	0	0	0	2	0	0	0	2	0	1	0
dip2ca	ENSCHAG00000023650	ENSCHAT00000058226	protein_coding	0	2	0	1	0	0	0	0	2	0	0	0	2	0	1	0
dip2ca	ENSCHAG00000023650	ENSCHAT00000058258	protein_coding	0	2	0	1	0	0	0	0	2	0	0	0	2	0	1	0
dip2ca	ENSCHAG00000023650	ENSCHAT00000058269	protein_coding	0	2	0	1	0	0	0	0	2	0	0	0	2	0	1	0
dip2ca	ENSCHAG00000023650	ENSCHAT00000058283	protein_coding	0	2	0	1	0	0	0	0	2	0	0	0	2	0	1	0
dlk2	ENSCHAG00000008913	ENSCHAT00000018737	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
dlk2	ENSCHAG00000008913	ENSCHAT00000018785	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
dnah2	ENSCHAG00000014576	ENSCHAT00000034971	protein_coding	0	0	0	9	0	0	0	2	7	0	0	0	0	0	0	0
dnajc5aa	ENSCHAG00000019166	ENSCHAT00000044310	protein_coding	0	0	0	9	2	0	0	6	1	0	0	0	0	0	0	0
dnase1l1l	ENSCHAG00000020727	ENSCHAT00000048299	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1
dnph1	ENSCHAG00000009007	ENSCHAT00000018798	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
dock8	ENSCHAG00000019353	ENSCHAT00000058180	protein_coding	0	0	0	24	0	0	0	0	23	0	0	0	0	0	0	1
dock8	ENSCHAG00000019353	ENSCHAT00000058644	protein_coding	0	0	0	14	0	0	0	0	12	0	0	0	0	0	0	2
dock8	ENSCHAG00000019353	ENSCHAT00000058726	protein_coding	0	0	0	13	0	0	0	0	12	0	0	0	0	0	0	1
dock8	ENSCHAG00000019353	ENSCHAT00000058881	protein_coding	0	0	0	13	0	0	0	0	12	0	0	0	0	0	0	1
dock8	ENSCHAG00000019353	ENSCHAT00000059196	protein_coding	0	0	0	13	0	0	0	0	12	0	0	0	0	0	0	1
dock8	ENSCHAG00000019353	ENSCHAT00000059266	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0
dock8	ENSCHAG00000019353	ENSCHAT00000059320	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0
dusp22a	ENSCHAG00000018053	ENSCHAT00000041605	protein_coding	0	0	0	10	0	0	0	4	6	0	0	0	0	0	0	0
dync1li2	ENSCHAG00000021965	ENSCHAT00000051601	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0	0
dync1li2	ENSCHAG00000021965	ENSCHAT00000051623	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0
dync1li2	ENSCHAG00000021965	ENSCHAT00000051638	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0
dync1li2	ENSCHAG00000021965	ENSCHAT00000051646	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0
dync1li2	ENSCHAG00000021965	ENSCHAT00000051653	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0
dync1li2	ENSCHAG00000021965	ENSCHAT00000051665	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0
dyrk1b	ENSCHAG00000015932	ENSCHAT00000036446	protein_coding	0	9	0	1	0	0	0	0	1	0	0	0	0	0	9	0
dyrk1b	ENSCHAG00000015932	ENSCHAT00000036479	protein_coding	0	9	0	1	0	0	0	0	1	0	0	0	0	0	9	0
ebf2	ENSCHAG00000000295	ENSCHAT00000000497	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
edf1	ENSCHAG00000003437	ENSCHAT00000006054	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1
edf1	ENSCHAG00000003437	ENSCHAT00000006108	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1
edn1	ENSCHAG00000002785	ENSCHAT00000004778	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
eif3f	ENSCHAG00000008779	ENSCHAT00000018349	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
eif3f	ENSCHAG00000008779	ENSCHAT00000018388	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
eif3f	ENSCHAG00000008779	ENSCHAT00000018433	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
