# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSCHAG00000023593	ENSCHAG00000023593	ENSCHAT00000055646	protein_coding	0	0	0	5	0	0	0	2	1	0	0	0	0	0	0	2
ENSCHAG00000023593	ENSCHAG00000023593	ENSCHAT00000055655	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	1
ENSCHAG00000023898	ENSCHAG00000023898	ENSCHAT00000056473	protein_coding	0	0	0	28	1	0	0	4	19	0	0	0	0	0	0	4
ENSCHAG00000024726	ENSCHAG00000024726	ENSCHAT00000058754		0	0	0	7	0	0	0	3	0	0	1	0	0	0	0	3
ENSCHAG00000024730	ENSCHAG00000024730	ENSCHAT00000058767	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1
ENSCHAG00000025020	ENSCHAG00000025020	ENSCHAT00000059527		0	0	0	13	0	0	0	5	1	0	0	0	0	0	0	7
ENSCHAG00000025722	ENSCHAG00000025722	ENSCHAT00000061305		0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0
ENSCHAG00000026174	ENSCHAG00000026174	ENSCHAT00000062529	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	6
LYN	ENSCHAG00000012642	ENSCHAT00000028211	protein_coding	0	0	0	15	0	0	0	0	10	0	0	0	0	0	0	5
MAF	ENSCHAG00000017649	ENSCHAT00000040629	protein_coding	0	0	0	13	0	0	0	1	12	0	0	0	0	0	0	0
NXPH3	ENSCHAG00000008546	ENSCHAT00000017681	protein_coding	0	0	0	11	0	0	0	0	6	0	0	0	0	0	0	5
ODF3	ENSCHAG00000009083	ENSCHAT00000019010	protein_coding	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	1
RPS20	ENSCHAG00000012743	ENSCHAT00000028574	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0
RSPH1	ENSCHAG00000017274	ENSCHAT00000039557	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
SEPTIN7	ENSCHAG00000010779	ENSCHAT00000027821	protein_coding	0	2	0	2	0	0	0	0	2	0	0	0	0	0	2	0
SEPTIN7	ENSCHAG00000010779	ENSCHAT00000027853	protein_coding	0	2	0	2	0	0	0	0	2	0	0	0	0	0	2	0
SEPTIN7	ENSCHAG00000010779	ENSCHAT00000027874	protein_coding	0	2	0	2	0	0	0	0	2	0	0	0	0	0	2	0
SEPTIN7	ENSCHAG00000010779	ENSCHAT00000027904	protein_coding	0	2	0	2	0	0	0	0	2	0	0	0	0	0	2	0
SEPTIN7	ENSCHAG00000010779	ENSCHAT00000027966	protein_coding	0	2	0	2	0	0	0	0	2	0	0	0	0	0	2	0
SEPTIN7	ENSCHAG00000010779	ENSCHAT00000028012	protein_coding	0	2	0	2	0	0	0	0	2	0	0	0	0	0	2	0
SEPTIN7	ENSCHAG00000010779	ENSCHAT00000028060	protein_coding	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	2
SLK	ENSCHAG00000019649	ENSCHAT00000045691	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	6
SLK	ENSCHAG00000019649	ENSCHAT00000045716	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	6
SLK	ENSCHAG00000019649	ENSCHAT00000045726	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	6
SLK	ENSCHAG00000019649	ENSCHAT00000045740	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	6
SLK	ENSCHAG00000019649	ENSCHAT00000045757	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	6
SLK	ENSCHAG00000019649	ENSCHAT00000045771	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	6
SLK	ENSCHAG00000019649	ENSCHAT00000045797	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	6
SLK	ENSCHAG00000019649	ENSCHAT00000045819	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	6
SLK	ENSCHAG00000019649	ENSCHAT00000045846	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	6
SLK	ENSCHAG00000019649	ENSCHAT00000045874	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	6
SNORD79	ENSCHAG00000016595	ENSCHAT00000037799	snoRNA	0	0	0	28	0	0	0	10	0	0	0	0	0	0	0	18
THADA	ENSCHAG00000017933	ENSCHAT00000041604	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0
THADA	ENSCHAG00000017933	ENSCHAT00000041637	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0
THADA	ENSCHAG00000017933	ENSCHAT00000041726	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0
VPS4B	ENSCHAG00000007839	ENSCHAT00000017997	protein_coding	0	24	5	9	0	0	0	4	2	5	0	0	0	1	24	3
VPS4B	ENSCHAG00000007839	ENSCHAT00000018055	protein_coding	0	24	5	9	0	0	0	4	2	5	0	0	0	1	24	3
VPS4B	ENSCHAG00000007839	ENSCHAT00000018085	protein_coding	0	24	5	9	0	0	0	4	2	5	0	0	0	1	24	3
VPS4B	ENSCHAG00000007839	ENSCHAT00000018093	protein_coding	0	24	5	9	0	0	0	4	2	5	0	0	0	1	24	3
VPS4B	ENSCHAG00000007839	ENSCHAT00000018115	protein_coding	0	24	5	8	0	0	0	4	2	5	0	0	0	1	24	2
VPS4B	ENSCHAG00000007839	ENSCHAT00000018150	protein_coding	0	24	5	8	0	0	0	4	2	5	0	0	0	1	24	2
VPS4B	ENSCHAG00000007839	ENSCHAT00000018234	protein_coding	0	24	5	8	0	0	0	4	2	5	0	0	0	1	24	2
abtb2b	ENSCHAG00000016981	ENSCHAT00000038955	protein_coding	0	1	0	4	0	0	0	0	4	0	0	0	0	0	1	0
abtb2b	ENSCHAG00000016981	ENSCHAT00000038984	protein_coding	0	1	0	4	0	0	0	0	4	0	0	0	0	0	1	0
abtb2b	ENSCHAG00000016981	ENSCHAT00000039012	protein_coding	0	1	0	4	0	0	0	0	4	0	0	0	0	0	1	0
acbd5a	ENSCHAG00000010360	ENSCHAT00000022370	protein_coding	0	0	0	9	0	0	0	2	6	0	0	0	0	0	0	1
acbd5a	ENSCHAG00000010360	ENSCHAT00000022399	protein_coding	0	0	0	9	0	0	0	2	6	0	0	0	0	0	0	1
ackr4a	ENSCHAG00000022989	ENSCHAT00000054040	protein_coding	0	1	0	9	0	1	1	5	0	0	0	0	0	0	0	3
acsbg1	ENSCHAG00000009594	ENSCHAT00000020470	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
acsbg1	ENSCHAG00000009594	ENSCHAT00000020856	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
acsbg1	ENSCHAG00000009594	ENSCHAT00000020895	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
acsbg1	ENSCHAG00000009594	ENSCHAT00000021010	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
acsbg1	ENSCHAG00000009594	ENSCHAT00000021049	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
acsbg1	ENSCHAG00000009594	ENSCHAT00000021162	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
acsbg1	ENSCHAG00000009594	ENSCHAT00000021288	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
acsbg1	ENSCHAG00000009594	ENSCHAT00000021376	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
acsbg1	ENSCHAG00000009594	ENSCHAT00000021475	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
acsbg1	ENSCHAG00000009594	ENSCHAT00000021499	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
actb2	ENSCHAG00000007065	ENSCHAT00000014207	protein_coding	0	5	0	1	0	0	0	0	0	0	0	0	0	0	5	1
actb2	ENSCHAG00000007065	ENSCHAT00000014219	protein_coding	0	3	0	3	0	0	0	2	0	0	0	0	0	0	3	1
adam10a	ENSCHAG00000013634	ENSCHAT00000035443	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0
adam10a	ENSCHAG00000013634	ENSCHAT00000035524	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0
adam10a	ENSCHAG00000013634	ENSCHAT00000035582	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0
adam10a	ENSCHAG00000013634	ENSCHAT00000035631	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0
adam10a	ENSCHAG00000013634	ENSCHAT00000035655	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0
adam10a	ENSCHAG00000013634	ENSCHAT00000035795	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0
adam10a	ENSCHAG00000013634	ENSCHAT00000035818	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0
adam10a	ENSCHAG00000013634	ENSCHAT00000035888	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0
adam10a	ENSCHAG00000013634	ENSCHAT00000036005	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0
adam10a	ENSCHAG00000013634	ENSCHAT00000036066	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0
adcy7	ENSCHAG00000013738	ENSCHAT00000031353	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	1
adcy7	ENSCHAG00000013738	ENSCHAT00000031398	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	1
adcy7	ENSCHAG00000013738	ENSCHAT00000031542	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0
adgra2	ENSCHAG00000017179	ENSCHAT00000041586	protein_coding	0	1	0	6	0	0	0	1	3	0	0	0	0	0	1	2
adgra2	ENSCHAG00000017179	ENSCHAT00000041953	protein_coding	0	1	0	3	0	0	0	1	2	0	0	0	0	0	1	0
adgra2	ENSCHAG00000017179	ENSCHAT00000041975	protein_coding	0	1	0	3	0	0	0	1	2	0	0	0	0	0	1	0
adgra2	ENSCHAG00000017179	ENSCHAT00000042255	protein_coding	0	1	0	6	0	0	0	1	3	0	0	0	0	0	1	2
adgra2	ENSCHAG00000017179	ENSCHAT00000042323	protein_coding	0	1	0	3	0	0	0	1	2	0	0	0	0	0	1	0
adipor1a	ENSCHAG00000015850	ENSCHAT00000036295	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0
adpgk2	ENSCHAG00000015583	ENSCHAT00000035371	protein_coding	0	1	0	12	4	0	0	2	1	0	0	0	0	1	0	5
adra2c	ENSCHAG00000019939	ENSCHAT00000046341	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
adrb3a	ENSCHAG00000016998	ENSCHAT00000038861	protein_coding	0	0	0	12	0	0	0	3	9	0	0	0	0	0	0	0
aebp2	ENSCHAG00000005528	ENSCHAT00000010522	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
aldh1a2	ENSCHAG00000016706	ENSCHAT00000048014	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	1
aldh1a2	ENSCHAG00000016706	ENSCHAT00000048121	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
aldh1a2	ENSCHAG00000016706	ENSCHAT00000048393	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
aldh1a2	ENSCHAG00000016706	ENSCHAT00000048414	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
aldh1a2	ENSCHAG00000016706	ENSCHAT00000048438	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
aldh1a2	ENSCHAG00000016706	ENSCHAT00000048449	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
aldh1a2	ENSCHAG00000016706	ENSCHAT00000048475	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
aldh1a2	ENSCHAG00000016706	ENSCHAT00000048624	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
aldh1a2	ENSCHAG00000016706	ENSCHAT00000048659	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
aldh1a2	ENSCHAG00000016706	ENSCHAT00000048753	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
alox5a	ENSCHAG00000020632	ENSCHAT00000048819	protein_coding	0	0	0	6	0	0	0	1	4	0	0	0	0	0	0	1
alox5a	ENSCHAG00000020632	ENSCHAT00000048900	protein_coding	0	0	0	6	0	0	0	1	4	0	0	0	0	0	0	1
alox5a	ENSCHAG00000020632	ENSCHAT00000048919	protein_coding	0	0	0	6	0	0	0	1	4	0	0	0	0	0	0	1
alyref	ENSCHAG00000003444	ENSCHAT00000006105	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
alyref	ENSCHAG00000003444	ENSCHAT00000006130	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
alyref	ENSCHAG00000003444	ENSCHAT00000006177	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
amotl2a	ENSCHAG00000019851	ENSCHAT00000046045	protein_coding	0	1	0	4	0	0	0	1	3	0	0	0	0	0	1	0
and2	ENSCHAG00000022922	ENSCHAT00000053923	protein_coding	0	0	0	14	0	0	0	9	0	0	0	0	0	0	0	5
angptl2b	ENSCHAG00000008718	ENSCHAT00000018147	protein_coding	0	0	0	12	1	0	1	4	5	0	0	0	0	0	0	1
angptl2b	ENSCHAG00000008718	ENSCHAT00000018194	protein_coding	0	0	0	9	1	0	0	4	3	0	0	0	0	0	0	1
angptl2b	ENSCHAG00000008718	ENSCHAT00000018210	protein_coding	0	0	0	9	1	0	0	4	3	0	0	0	0	0	0	1
ank1a	ENSCHAG00000001526	ENSCHAT00000010701	protein_coding	0	0	0	10	1	0	0	4	5	0	0	0	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000011822	protein_coding	0	1	0	16	0	0	0	4	13	0	0	0	0	1	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000012304	protein_coding	0	1	0	16	0	0	0	4	13	0	0	0	0	1	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000012321	protein_coding	0	0	0	10	1	0	0	4	5	0	0	0	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000012500	protein_coding	0	0	0	10	1	0	0	4	5	0	0	0	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000012969	protein_coding	0	0	1	9	0	0	0	5	4	1	0	0	0	0	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000013949	protein_coding	0	1	0	16	0	0	0	4	13	0	0	0	0	1	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000013992	protein_coding	0	1	0	11	0	0	0	0	12	0	0	0	0	1	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000014039	protein_coding	0	1	0	16	0	0	0	4	13	0	0	0	0	1	0	0
ank1a	ENSCHAG00000001526	ENSCHAT00000014071	protein_coding	0	0	1	9	0	0	0	5	4	1	0	0	0	0	0	0
ankha	ENSCHAG00000004010	ENSCHAT00000007330	protein_coding	0	0	0	14	0	0	0	7	5	0	0	0	0	0	0	2
ankha	ENSCHAG00000004010	ENSCHAT00000007353	protein_coding	0	0	0	14	0	0	0	7	5	0	0	0	0	0	0	2
ankk1	ENSCHAG00000012853	ENSCHAT00000028906	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ankk1	ENSCHAG00000012853	ENSCHAT00000028924	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ankk1	ENSCHAG00000012853	ENSCHAT00000028961	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ankrd29	ENSCHAG00000007705	ENSCHAT00000015865	protein_coding	0	1	0	38	0	0	0	31	4	0	0	0	0	1	0	4
ankrd29	ENSCHAG00000007705	ENSCHAT00000015902	protein_coding	0	1	0	38	0	0	0	31	4	0	0	0	0	1	0	4
anln	ENSCHAG00000012650	ENSCHAT00000028329	protein_coding	0	0	0	12	0	0	0	2	7	0	0	0	0	0	0	3
anln	ENSCHAG00000012650	ENSCHAT00000028339	protein_coding	0	0	0	12	0	0	0	2	7	0	0	0	0	0	0	3
anln	ENSCHAG00000012650	ENSCHAT00000028353	protein_coding	0	0	0	12	0	0	0	2	7	0	0	0	0	0	0	3
anos1b	ENSCHAG00000026155	ENSCHAT00000062477	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
anos1b	ENSCHAG00000026155	ENSCHAT00000062483	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
apbb1ip	ENSCHAG00000010773	ENSCHAT00000023538	protein_coding	0	1	0	5	1	0	0	1	4	0	0	0	0	1	0	0
apbb1ip	ENSCHAG00000010773	ENSCHAT00000023576	protein_coding	0	1	0	6	0	0	0	2	5	0	0	0	0	1	0	0
apbb1ip	ENSCHAG00000010773	ENSCHAT00000023606	protein_coding	0	1	0	5	0	0	0	2	4	0	0	0	0	1	0	0
aqp9b	ENSCHAG00000016470	ENSCHAT00000037567	protein_coding	0	0	0	7	0	0	0	1	6	0	0	0	0	0	0	0
aqp9b	ENSCHAG00000016470	ENSCHAT00000037641	protein_coding	0	0	0	5	2	0	0	0	1	0	0	0	0	0	0	2
aqp9b	ENSCHAG00000016470	ENSCHAT00000037660	protein_coding	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0
arf5	ENSCHAG00000009143	ENSCHAT00000019212	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
arf5	ENSCHAG00000009143	ENSCHAT00000019234	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
asap1b	ENSCHAG00000002434	ENSCHAT00000004347	protein_coding	0	1	0	3	0	0	0	0	4	0	0	0	0	1	0	0
asap1b	ENSCHAG00000002434	ENSCHAT00000004579	protein_coding	0	1	0	3	0	0	0	0	4	0	0	0	0	1	0	0
asap1b	ENSCHAG00000002434	ENSCHAT00000004768	protein_coding	0	1	0	3	0	0	0	0	4	0	0	0	0	1	0	0
asap1b	ENSCHAG00000002434	ENSCHAT00000005627	protein_coding	0	1	0	3	0	0	0	0	4	0	0	0	0	1	0	0
asap1b	ENSCHAG00000002434	ENSCHAT00000005669	protein_coding	0	1	0	3	0	0	0	0	4	0	0	0	0	1	0	0
asap1b	ENSCHAG00000002434	ENSCHAT00000005938	protein_coding	0	1	0	3	0	0	0	0	4	0	0	0	0	1	0	0
asap1b	ENSCHAG00000002434	ENSCHAT00000006306	protein_coding	0	1	0	3	0	0	0	0	4	0	0	0	0	1	0	0
asap1b	ENSCHAG00000002434	ENSCHAT00000006477	protein_coding	0	1	0	3	0	0	0	0	4	0	0	0	0	1	0	0
b4galnt4a	ENSCHAG00000016361	ENSCHAT00000038497	protein_coding	0	1	0	15	0	0	0	2	11	0	0	0	0	0	1	2
b4galnt4a	ENSCHAG00000016361	ENSCHAT00000038584	protein_coding	0	1	0	15	0	0	0	2	11	0	0	0	0	0	1	2
b4galnt4a	ENSCHAG00000016361	ENSCHAT00000038710	protein_coding	0	1	0	9	0	0	0	2	6	0	0	0	0	0	1	1
b4galnt4a	ENSCHAG00000016361	ENSCHAT00000038761	protein_coding	0	1	0	9	0	0	0	2	6	0	0	0	0	0	1	1
b4galnt4a	ENSCHAG00000016361	ENSCHAT00000038792	protein_coding	0	1	0	9	0	0	0	2	6	0	0	0	0	0	1	1
baz2a	ENSCHAG00000023256	ENSCHAT00000054815	protein_coding	0	0	0	13	1	0	0	1	7	0	0	0	0	0	0	4
baz2a	ENSCHAG00000023256	ENSCHAT00000054851	protein_coding	0	0	0	13	1	0	0	1	7	0	0	0	0	0	0	4
bckdhb	ENSCHAG00000017787	ENSCHAT00000041532	protein_coding	0	0	0	16	0	0	0	3	12	0	0	0	0	0	0	1
bckdhb	ENSCHAG00000017787	ENSCHAT00000041577	protein_coding	0	0	0	16	0	0	0	3	12	0	0	0	0	0	0	1
bckdhb	ENSCHAG00000017787	ENSCHAT00000041629	protein_coding	0	0	0	16	0	0	0	3	12	0	0	0	0	0	0	1
bckdhb	ENSCHAG00000017787	ENSCHAT00000041672	protein_coding	0	0	0	16	0	0	0	3	12	0	0	0	0	0	0	1
bckdhb	ENSCHAG00000017787	ENSCHAT00000041783	protein_coding	0	0	0	15	0	0	0	3	11	0	0	0	0	0	0	1
bckdhb	ENSCHAG00000017787	ENSCHAT00000041813	protein_coding	0	0	0	15	0	0	0	3	11	0	0	0	0	0	0	1
bckdhb	ENSCHAG00000017787	ENSCHAT00000041860	protein_coding	0	0	0	15	0	0	0	3	11	0	0	0	0	0	0	1
bckdhb	ENSCHAG00000017787	ENSCHAT00000041920	protein_coding	0	0	0	15	0	0	0	3	11	0	0	0	0	0	0	1
bmp7b	ENSCHAG00000023183	ENSCHAT00000054523	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
bmp7b	ENSCHAG00000023183	ENSCHAT00000054535	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
bmp7b	ENSCHAG00000023183	ENSCHAT00000054541	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
brd7	ENSCHAG00000013986	ENSCHAT00000031615	protein_coding	0	1	0	8	0	0	0	3	2	0	0	0	0	0	1	3
brd7	ENSCHAG00000013986	ENSCHAT00000031631	protein_coding	0	1	0	7	0	0	0	2	2	0	0	0	0	0	1	3
brpf3a	ENSCHAG00000014010	ENSCHAT00000031964	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
brpf3a	ENSCHAG00000014010	ENSCHAT00000032048	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
cacng3a	ENSCHAG00000006290	ENSCHAT00000012370	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
calr	ENSCHAG00000016619	ENSCHAT00000038278	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
capslb	ENSCHAG00000023871	ENSCHAT00000056415	protein_coding	0	1	0	13	2	0	0	4	3	0	0	0	0	0	1	4
ccar1	ENSCHAG00000019967	ENSCHAT00000047528	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ccar1	ENSCHAG00000019967	ENSCHAT00000047601	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ccar1	ENSCHAG00000019967	ENSCHAT00000047665	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ccar1	ENSCHAG00000019967	ENSCHAT00000047697	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ccdc126	ENSCHAG00000012713	ENSCHAT00000028406	protein_coding	0	0	0	9	2	0	0	4	0	0	0	0	0	0	0	3
ccdc80	ENSCHAG00000022629	ENSCHAT00000053181	protein_coding	0	0	0	13	0	0	0	6	3	0	0	0	0	0	0	4
cdc42bpaa	ENSCHAG00000011584	ENSCHAT00000031705	protein_coding	0	0	0	16	0	0	0	1	2	0	0	0	0	0	0	13
cdc42bpaa	ENSCHAG00000011584	ENSCHAT00000032277	protein_coding	0	0	0	15	0	0	0	0	2	0	0	0	0	0	0	13
cdc42bpaa	ENSCHAG00000011584	ENSCHAT00000032408	protein_coding	0	0	0	15	0	0	0	0	2	0	0	0	0	0	0	13
cdc42bpaa	ENSCHAG00000011584	ENSCHAT00000032438	protein_coding	0	0	0	15	0	0	0	0	2	0	0	0	0	0	0	13
cdc42bpaa	ENSCHAG00000011584	ENSCHAT00000032462	protein_coding	0	0	0	15	0	0	0	0	2	0	0	0	0	0	0	13
cdc42bpaa	ENSCHAG00000011584	ENSCHAT00000032968	protein_coding	0	0	0	15	0	0	0	0	2	0	0	0	0	0	0	13
cdc42bpaa	ENSCHAG00000011584	ENSCHAT00000033009	protein_coding	0	0	0	15	0	0	0	0	2	0	0	0	0	0	0	13
cdc42bpaa	ENSCHAG00000011584	ENSCHAT00000033379	protein_coding	0	0	0	15	0	0	0	0	2	0	0	0	0	0	0	13
cdc42bpaa	ENSCHAG00000011584	ENSCHAT00000035276	protein_coding	0	0	0	15	0	0	0	0	2	0	0	0	0	0	0	13
cdc42bpaa	ENSCHAG00000011584	ENSCHAT00000035301	protein_coding	0	0	0	15	0	0	0	0	2	0	0	0	0	0	0	13
cenpf	ENSCHAG00000023466	ENSCHAT00000055342	protein_coding	0	0	1	5	0	0	0	0	3	1	0	0	0	0	0	2
cenpf	ENSCHAG00000023466	ENSCHAT00000055372	protein_coding	0	0	1	5	0	0	0	0	3	1	0	0	0	0	0	2
cep19	ENSCHAG00000008846	ENSCHAT00000018420	protein_coding	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	3
chchd1	ENSCHAG00000011676	ENSCHAT00000025707	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
chchd1	ENSCHAG00000011676	ENSCHAT00000025718	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
chchd7	ENSCHAG00000012838	ENSCHAT00000028710	protein_coding	0	0	0	7	0	0	0	3	4	0	0	0	0	0	0	0
chchd7	ENSCHAG00000013250	ENSCHAT00000029669	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
cib2	ENSCHAG00000007931	ENSCHAT00000016247	protein_coding	0	0	0	11	0	0	0	0	9	0	0	0	0	0	0	2
cib2	ENSCHAG00000007931	ENSCHAT00000016282	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	1
cirbpa	ENSCHAG00000016498	ENSCHAT00000037634	protein_coding	0	1	2	1	0	0	0	0	1	2	0	0	0	0	1	0
clasp1a	ENSCHAG00000018184	ENSCHAT00000044135	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0
clasp1a	ENSCHAG00000018184	ENSCHAT00000047101	protein_coding	0	0	1	53	0	0	1	1	40	1	0	0	0	0	0	11
clasp1a	ENSCHAG00000018184	ENSCHAT00000047687	protein_coding	0	0	1	53	0	0	1	1	40	1	0	0	0	0	0	11
clasp1a	ENSCHAG00000018184	ENSCHAT00000047707	protein_coding	0	0	1	53	0	0	1	1	40	1	0	0	0	0	0	11
clasp1a	ENSCHAG00000018184	ENSCHAT00000047877	protein_coding	0	0	1	53	0	0	1	1	40	1	0	0	0	0	0	11
clasp1a	ENSCHAG00000018184	ENSCHAT00000048012	protein_coding	0	0	1	53	0	0	1	1	40	1	0	0	0	0	0	11
clasp1a	ENSCHAG00000018184	ENSCHAT00000048025	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
clasp1a	ENSCHAG00000018184	ENSCHAT00000048078	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
clasp1a	ENSCHAG00000018184	ENSCHAT00000048108	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
